gender,age,category,quantity,price,payment_method,datetime,shopping_mall,year,month
Female,18,Books,2,30.3,Credit Card,2021-02-07,Cevahir AVM,2021,February
Female,37,Toys,3,107.52,Credit Card,2021-11-16,Metrocity,2021,November
Female,47,Cosmetics,4,162.64,Credit Card,2022-06-22,Cevahir AVM,2022,June
Female,29,Cosmetics,4,162.64,Credit Card,2023-01-29,Mall of Istanbul,2023,January
Male,43,Shoes,2,1200.34,Credit Card,2022-01-23,Metrocity,2022,January
Female,22,Cosmetics,1,40.66,Credit Card,2021-08-14,Emaar Square Mall,2021,August
Female,45,Clothing,3,900.24,Cash,2022-05-01,Metrocity,2022,May
Female,36,Food & Beverage,2,10.46,Credit Card,2021-01-25,Metropol AVM,2021,January
Female,34,Clothing,2,600.16,Cash,2022-10-10,Metrocity,2022,October
Female,56,Clothing,2,600.16,Debit Card,2021-05-06,Metrocity,2021,May
Male,63,Cosmetics,5,203.3,Credit Card,2022-08-27,Metrocity,2022,August
Male,49,Clothing,2,600.16,Debit Card,2023-01-23,Mall of Istanbul,2023,January
Female,66,Shoes,3,1800.51,Cash,2022-03-14,Zorlu Center,2022,March
Female,44,Clothing,5,1500.4,Credit Card,2021-08-31,Metropol AVM,2021,August
Female,54,Clothing,3,900.24,Credit Card,2021-04-15,Kanyon,2021,April
Male,22,Books,1,15.15,Credit Card,2022-10-21,Kanyon,2022,October
Male,69,Technology,3,3150.0,Credit Card,2021-04-04,Viaport Outlet,2021,April
Male,64,Food & Beverage,5,26.15,Debit Card,2022-08-18,Kanyon,2022,August
Female,26,Toys,1,35.84,Debit Card,2022-07-12,Metropol AVM,2022,July
Female,52,Clothing,4,1200.32,Credit Card,2021-07-28,Emaar Square Mall,2021,July
Female,45,Cosmetics,2,81.32,Cash,2022-07-10,Mall of Istanbul,2022,July
Female,45,Clothing,5,1500.4,Debit Card,2023-02-15,Metrocity,2023,February
Female,33,Clothing,4,1200.32,Credit Card,2021-06-03,Metrocity,2021,June
Male,51,Cosmetics,5,203.3,Credit Card,2021-10-13,Forum Istanbul,2021,October
Female,67,Souvenir,3,35.19,Credit Card,2021-04-28,Kanyon,2021,April
Female,49,Shoes,5,3000.85,Cash,2021-07-04,Mall of Istanbul,2021,July
Male,44,Shoes,2,1200.34,Credit Card,2022-03-19,Viaport Outlet,2022,March
Female,63,Toys,1,35.84,Cash,2022-05-19,Forum Istanbul,2022,May
Female,53,Clothing,1,300.08,Cash,2022-03-03,Emaar Square Mall,2022,March
Female,44,Cosmetics,1,40.66,Credit Card,2022-11-06,Istinye Park,2022,November
Male,55,Clothing,3,900.24,Debit Card,2021-01-08,Zorlu Center,2021,January
Female,21,Cosmetics,2,81.32,Cash,2021-12-12,Metrocity,2021,December
Male,22,Souvenir,5,58.65,Debit Card,2021-11-04,Metropol AVM,2021,November
Female,49,Cosmetics,4,162.64,Credit Card,2021-08-22,Mall of Istanbul,2021,August
Male,43,Food & Beverage,5,26.15,Cash,2021-07-28,Istinye Park,2021,July
Female,44,Books,1,15.15,Cash,2021-07-02,Metropol AVM,2021,July
Male,64,Clothing,5,1500.4,Credit Card,2021-12-16,Emaar Square Mall,2021,December
Male,24,Clothing,2,600.16,Credit Card,2021-11-17,Kanyon,2021,November
Female,33,Food & Beverage,4,20.92,Cash,2021-06-26,Metropol AVM,2021,June
Male,18,Toys,1,35.84,Cash,2022-09-29,Kanyon,2022,September
Female,63,Clothing,1,300.08,Cash,2021-10-28,Mall of Istanbul,2021,October
Female,67,Shoes,5,3000.85,Credit Card,2022-09-10,Forum Istanbul,2022,September
Male,67,Toys,5,179.2,Credit Card,2022-06-23,Mall of Istanbul,2022,June
Female,51,Souvenir,4,46.92,Credit Card,2021-04-07,Metropol AVM,2021,April
Female,24,Food & Beverage,5,26.15,Cash,2021-01-03,Cevahir AVM,2021,January
Male,47,Clothing,2,600.16,Cash,2021-03-17,Mall of Istanbul,2021,March
Female,42,Clothing,5,1500.4,Credit Card,2022-06-15,Metrocity,2022,June
Male,63,Food & Beverage,3,15.69,Credit Card,2023-02-20,Istinye Park,2023,February
Female,55,Clothing,1,300.08,Cash,2021-02-28,Metropol AVM,2021,February
Male,29,Clothing,2,600.16,Debit Card,2021-11-15,Mall of Istanbul,2021,November
Male,22,Cosmetics,2,81.32,Debit Card,2021-09-11,Kanyon,2021,September
Male,35,Toys,1,35.84,Cash,2021-02-04,Istinye Park,2021,February
Male,59,Toys,1,35.84,Credit Card,2021-05-09,Istinye Park,2021,May
Female,44,Technology,4,4200.0,Cash,2021-04-23,Emaar Square Mall,2021,April
Female,19,Cosmetics,2,81.32,Credit Card,2023-01-28,Zorlu Center,2023,January
Female,52,Books,3,45.45,Cash,2023-01-30,Kanyon,2023,January
Female,46,Shoes,2,1200.34,Cash,2021-11-04,Istinye Park,2021,November
Female,18,Clothing,1,300.08,Debit Card,2022-02-22,Metrocity,2022,February
Female,31,Clothing,2,600.16,Cash,2022-09-02,Mall of Istanbul,2022,September
Female,28,Cosmetics,1,40.66,Credit Card,2022-08-16,Viaport Outlet,2022,August
Female,57,Books,2,30.3,Cash,2022-07-12,Cevahir AVM,2022,July
Male,27,Shoes,4,2400.68,Cash,2022-09-23,Emaar Square Mall,2022,September
Male,32,Clothing,2,600.16,Debit Card,2022-07-25,Metrocity,2022,July
Female,27,Food & Beverage,2,10.46,Credit Card,2021-04-09,Kanyon,2021,April
Female,18,Clothing,3,900.24,Cash,2022-11-15,Mall of Istanbul,2022,November
Female,39,Food & Beverage,4,20.92,Credit Card,2022-03-04,Metropol AVM,2022,March
Male,28,Clothing,5,1500.4,Cash,2022-06-05,Viaport Outlet,2022,June
Male,48,Food & Beverage,2,10.46,Credit Card,2021-04-12,Metrocity,2021,April
Male,46,Clothing,4,1200.32,Credit Card,2022-07-27,Metropol AVM,2022,July
Female,41,Cosmetics,1,40.66,Debit Card,2022-10-12,Zorlu Center,2022,October
Female,34,Food & Beverage,1,5.23,Debit Card,2022-07-04,Forum Istanbul,2022,July
Male,59,Clothing,5,1500.4,Cash,2021-12-01,Metrocity,2021,December
Female,56,Food & Beverage,4,20.92,Credit Card,2021-02-03,Metrocity,2021,February
Female,57,Clothing,5,1500.4,Cash,2022-08-17,Emaar Square Mall,2022,August
Female,48,Cosmetics,1,40.66,Cash,2021-07-27,Mall of Istanbul,2021,July
Female,32,Clothing,2,600.16,Cash,2021-04-25,Mall of Istanbul,2021,April
Male,52,Clothing,4,1200.32,Debit Card,2021-07-12,Metrocity,2021,July
Female,46,Toys,1,35.84,Debit Card,2022-01-07,Metrocity,2022,January
Male,65,Shoes,4,2400.68,Debit Card,2021-03-30,Forum Istanbul,2021,March
Male,68,Clothing,2,600.16,Cash,2022-10-19,Istinye Park,2022,October
Male,25,Books,4,60.6,Debit Card,2022-10-01,Mall of Istanbul,2022,October
Female,68,Cosmetics,3,121.98,Cash,2023-01-28,Kanyon,2023,January
Male,64,Cosmetics,1,40.66,Debit Card,2021-06-21,Metrocity,2021,June
Female,44,Technology,5,5250.0,Debit Card,2022-12-21,Zorlu Center,2022,December
Male,30,Food & Beverage,3,15.69,Cash,2021-07-25,Istinye Park,2021,July
Female,29,Food & Beverage,1,5.23,Credit Card,2022-05-11,Mall of Istanbul,2022,May
Female,58,Food & Beverage,1,5.23,Credit Card,2022-10-18,Kanyon,2022,October
Male,52,Shoes,3,1800.51,Credit Card,2021-08-02,Kanyon,2021,August
Female,28,Cosmetics,1,40.66,Credit Card,2022-02-02,Istinye Park,2022,February
Female,39,Clothing,2,600.16,Cash,2021-01-22,Mall of Istanbul,2021,January
Female,51,Clothing,2,600.16,Cash,2021-01-25,Mall of Istanbul,2021,January
Female,66,Cosmetics,2,81.32,Cash,2021-12-23,Kanyon,2021,December
Male,56,Food & Beverage,2,10.46,Cash,2021-05-03,Metrocity,2021,May
Female,37,Cosmetics,1,40.66,Credit Card,2022-05-15,Metrocity,2022,May
Male,58,Shoes,3,1800.51,Cash,2022-01-26,Emaar Square Mall,2022,January
Female,37,Books,3,45.45,Credit Card,2021-04-27,Istinye Park,2021,April
Female,45,Technology,5,5250.0,Cash,2022-02-13,Viaport Outlet,2022,February
Female,58,Food & Beverage,3,15.69,Credit Card,2021-04-17,Viaport Outlet,2021,April
Female,62,Toys,4,143.36,Credit Card,2021-01-14,Forum Istanbul,2021,January
Female,59,Food & Beverage,2,10.46,Cash,2021-11-28,Kanyon,2021,November
Male,19,Toys,1,35.84,Credit Card,2022-05-30,Metrocity,2022,May
Male,21,Shoes,4,2400.68,Credit Card,2023-03-01,Emaar Square Mall,2023,March
Female,21,Shoes,4,2400.68,Cash,2022-09-12,Zorlu Center,2022,September
Male,49,Cosmetics,5,203.3,Cash,2021-02-28,Metrocity,2021,February
Female,19,Clothing,2,600.16,Credit Card,2023-02-01,Viaport Outlet,2023,February
Male,19,Clothing,4,1200.32,Cash,2021-02-17,Metropol AVM,2021,February
Female,64,Books,2,30.3,Cash,2022-08-13,Kanyon,2022,August
Female,57,Clothing,2,600.16,Credit Card,2022-07-30,Viaport Outlet,2022,July
Female,67,Clothing,2,600.16,Credit Card,2021-06-26,Metrocity,2021,June
Male,34,Technology,5,5250.0,Debit Card,2022-03-18,Emaar Square Mall,2022,March
Male,57,Food & Beverage,4,20.92,Cash,2022-05-16,Istinye Park,2022,May
Female,33,Clothing,5,1500.4,Credit Card,2021-03-20,Mall of Istanbul,2021,March
Female,56,Clothing,1,300.08,Debit Card,2022-09-01,Mall of Istanbul,2022,September
Female,61,Souvenir,2,23.46,Cash,2022-11-23,Kanyon,2022,November
Female,21,Food & Beverage,5,26.15,Cash,2022-12-25,Metrocity,2022,December
Female,30,Shoes,1,600.17,Debit Card,2021-05-25,Metropol AVM,2021,May
Female,23,Clothing,4,1200.32,Credit Card,2023-02-14,Zorlu Center,2023,February
Male,23,Clothing,5,1500.4,Credit Card,2021-07-24,Mall of Istanbul,2021,July
Female,40,Food & Beverage,3,15.69,Cash,2022-01-13,Mall of Istanbul,2022,January
Male,59,Toys,2,71.68,Cash,2021-08-25,Mall of Istanbul,2021,August
Female,39,Cosmetics,3,121.98,Credit Card,2021-05-17,Cevahir AVM,2021,May
Male,30,Clothing,5,1500.4,Credit Card,2022-04-29,Kanyon,2022,April
Female,64,Shoes,3,1800.51,Credit Card,2023-01-17,Mall of Istanbul,2023,January
Female,62,Food & Beverage,1,5.23,Debit Card,2021-10-11,Mall of Istanbul,2021,October
Male,21,Food & Beverage,1,5.23,Credit Card,2021-07-12,Viaport Outlet,2021,July
Female,30,Food & Beverage,4,20.92,Credit Card,2021-10-09,Metropol AVM,2021,October
Female,55,Clothing,5,1500.4,Cash,2022-11-07,Mall of Istanbul,2022,November
Male,61,Cosmetics,2,81.32,Debit Card,2021-04-17,Metropol AVM,2021,April
Male,42,Toys,3,107.52,Credit Card,2022-02-13,Viaport Outlet,2022,February
Female,62,Clothing,3,900.24,Cash,2023-04-03,Emaar Square Mall,2023,April
Female,44,Souvenir,5,58.65,Credit Card,2023-02-02,Mall of Istanbul,2023,February
Female,54,Toys,3,107.52,Cash,2021-05-10,Kanyon,2021,May
Female,28,Food & Beverage,3,15.69,Cash,2021-09-21,Mall of Istanbul,2021,September
Female,22,Toys,2,71.68,Debit Card,2021-08-04,Istinye Park,2021,August
Female,30,Shoes,1,600.17,Debit Card,2021-04-09,Mall of Istanbul,2021,April
Female,39,Cosmetics,1,40.66,Credit Card,2022-04-10,Kanyon,2022,April
Female,26,Clothing,3,900.24,Credit Card,2022-06-13,Kanyon,2022,June
Female,28,Clothing,4,1200.32,Cash,2021-12-20,Kanyon,2021,December
Female,55,Clothing,3,900.24,Credit Card,2022-12-03,Mall of Istanbul,2022,December
Female,49,Clothing,5,1500.4,Cash,2022-07-08,Mall of Istanbul,2022,July
Male,61,Clothing,5,1500.4,Cash,2021-07-31,Istinye Park,2021,July
Female,54,Clothing,4,1200.32,Credit Card,2021-11-04,Metrocity,2021,November
Female,35,Cosmetics,5,203.3,Cash,2021-02-20,Kanyon,2021,February
Female,34,Food & Beverage,4,20.92,Credit Card,2022-03-31,Kanyon,2022,March
Male,25,Technology,1,1050.0,Debit Card,2022-07-25,Istinye Park,2022,July
Female,67,Books,3,45.45,Cash,2021-06-21,Viaport Outlet,2021,June
Male,22,Shoes,4,2400.68,Debit Card,2022-04-03,Kanyon,2022,April
Female,58,Clothing,1,300.08,Credit Card,2022-02-19,Cevahir AVM,2022,February
Female,35,Shoes,2,1200.34,Credit Card,2021-11-12,Istinye Park,2021,November
Female,36,Food & Beverage,4,20.92,Debit Card,2021-09-23,Kanyon,2021,September
Female,32,Clothing,5,1500.4,Cash,2021-09-06,Metropol AVM,2021,September
Female,36,Clothing,1,300.08,Credit Card,2021-03-17,Metrocity,2021,March
Male,59,Clothing,4,1200.32,Debit Card,2021-07-31,Istinye Park,2021,July
Male,41,Souvenir,4,46.92,Credit Card,2021-04-27,Metrocity,2021,April
Male,21,Clothing,4,1200.32,Credit Card,2023-02-16,Metrocity,2023,February
Female,45,Cosmetics,2,81.32,Credit Card,2021-11-12,Emaar Square Mall,2021,November
Male,62,Technology,5,5250.0,Cash,2022-09-26,Metrocity,2022,September
Female,26,Shoes,5,3000.85,Debit Card,2022-03-27,Metrocity,2022,March
Male,69,Shoes,2,1200.34,Cash,2021-08-29,Istinye Park,2021,August
Male,62,Clothing,5,1500.4,Cash,2022-10-16,Kanyon,2022,October
Male,43,Food & Beverage,5,26.15,Cash,2022-07-03,Kanyon,2022,July
Male,61,Clothing,1,300.08,Credit Card,2021-12-22,Kanyon,2021,December
Female,66,Clothing,1,300.08,Credit Card,2021-09-29,Metropol AVM,2021,September
Male,50,Cosmetics,2,81.32,Cash,2021-06-14,Cevahir AVM,2021,June
Male,28,Clothing,4,1200.32,Cash,2022-03-22,Istinye Park,2022,March
Male,54,Shoes,5,3000.85,Cash,2022-08-17,Metropol AVM,2022,August
Female,56,Clothing,5,1500.4,Cash,2022-08-06,Metrocity,2022,August
Female,27,Souvenir,5,58.65,Credit Card,2021-07-22,Zorlu Center,2021,July
Female,63,Cosmetics,1,40.66,Debit Card,2021-08-02,Viaport Outlet,2021,August
Male,55,Food & Beverage,3,15.69,Debit Card,2021-04-22,Kanyon,2021,April
Male,68,Shoes,2,1200.34,Debit Card,2021-04-07,Zorlu Center,2021,April
Male,49,Clothing,3,900.24,Cash,2021-04-06,Metropol AVM,2021,April
Female,28,Clothing,3,900.24,Cash,2022-01-06,Cevahir AVM,2022,January
Female,24,Clothing,1,300.08,Cash,2021-06-29,Forum Istanbul,2021,June
Female,46,Cosmetics,2,81.32,Credit Card,2021-04-10,Viaport Outlet,2021,April
Female,62,Food & Beverage,5,26.15,Debit Card,2022-03-27,Metrocity,2022,March
Male,36,Souvenir,1,11.73,Cash,2021-03-26,Metropol AVM,2021,March
Female,48,Toys,4,143.36,Cash,2021-10-23,Mall of Istanbul,2021,October
Male,56,Cosmetics,5,203.3,Cash,2022-08-06,Kanyon,2022,August
Female,25,Clothing,2,600.16,Credit Card,2022-07-20,Mall of Istanbul,2022,July
Female,22,Shoes,3,1800.51,Cash,2022-03-05,Viaport Outlet,2022,March
Female,38,Food & Beverage,3,15.69,Credit Card,2022-01-21,Forum Istanbul,2022,January
Female,25,Clothing,2,600.16,Debit Card,2022-04-12,Kanyon,2022,April
Male,58,Clothing,1,300.08,Cash,2023-01-22,Metropol AVM,2023,January
Female,27,Technology,2,2100.0,Debit Card,2023-02-27,Metrocity,2023,February
Female,66,Books,1,15.15,Cash,2022-06-05,Metrocity,2022,June
Female,45,Clothing,2,600.16,Credit Card,2022-06-15,Viaport Outlet,2022,June
Male,20,Food & Beverage,4,20.92,Cash,2022-10-18,Kanyon,2022,October
Male,23,Souvenir,4,46.92,Credit Card,2022-06-25,Metrocity,2022,June
Male,24,Shoes,1,600.17,Cash,2021-04-06,Zorlu Center,2021,April
Male,28,Clothing,5,1500.4,Debit Card,2022-11-28,Mall of Istanbul,2022,November
Female,37,Cosmetics,5,203.3,Credit Card,2022-11-10,Zorlu Center,2022,November
Female,27,Food & Beverage,1,5.23,Cash,2021-01-05,Cevahir AVM,2021,January
Female,40,Clothing,5,1500.4,Debit Card,2022-05-16,Mall of Istanbul,2022,May
Female,25,Clothing,1,300.08,Cash,2021-03-12,Kanyon,2021,March
Female,65,Toys,2,71.68,Cash,2021-05-16,Kanyon,2021,May
Female,22,Clothing,1,300.08,Credit Card,2021-09-16,Mall of Istanbul,2021,September
Female,56,Clothing,5,1500.4,Credit Card,2023-02-03,Kanyon,2023,February
Male,36,Toys,2,71.68,Debit Card,2021-05-30,Kanyon,2021,May
Female,39,Clothing,2,600.16,Credit Card,2021-01-18,Mall of Istanbul,2021,January
Female,61,Cosmetics,3,121.98,Credit Card,2021-05-21,Kanyon,2021,May
Male,56,Books,3,45.45,Cash,2021-10-19,Emaar Square Mall,2021,October
Female,61,Toys,2,71.68,Credit Card,2022-06-06,Metropol AVM,2022,June
Female,54,Clothing,3,900.24,Debit Card,2021-10-23,Metropol AVM,2021,October
Male,24,Books,3,45.45,Cash,2021-04-28,Mall of Istanbul,2021,April
Male,29,Cosmetics,3,121.98,Debit Card,2021-05-01,Kanyon,2021,May
Female,50,Food & Beverage,3,15.69,Credit Card,2021-04-17,Kanyon,2021,April
Female,19,Food & Beverage,1,5.23,Cash,2022-07-23,Kanyon,2022,July
Female,33,Souvenir,1,11.73,Cash,2022-04-21,Mall of Istanbul,2022,April
Male,35,Food & Beverage,2,10.46,Credit Card,2021-07-22,Kanyon,2021,July
Female,41,Food & Beverage,1,5.23,Cash,2021-12-12,Kanyon,2021,December
Male,28,Food & Beverage,3,15.69,Cash,2021-10-07,Zorlu Center,2021,October
Female,26,Souvenir,3,35.19,Credit Card,2021-01-11,Mall of Istanbul,2021,January
Female,49,Food & Beverage,4,20.92,Credit Card,2022-11-08,Forum Istanbul,2022,November
Female,65,Clothing,4,1200.32,Cash,2021-03-17,Kanyon,2021,March
Female,65,Clothing,1,300.08,Credit Card,2022-02-25,Mall of Istanbul,2022,February
Female,32,Technology,4,4200.0,Debit Card,2021-09-23,Metropol AVM,2021,September
Female,57,Cosmetics,4,162.64,Debit Card,2022-11-12,Kanyon,2022,November
Female,53,Clothing,1,300.08,Cash,2023-01-13,Kanyon,2023,January
Male,68,Toys,3,107.52,Cash,2022-03-15,Metrocity,2022,March
Male,55,Toys,3,107.52,Credit Card,2021-07-21,Emaar Square Mall,2021,July
Female,56,Clothing,3,900.24,Debit Card,2021-08-07,Kanyon,2021,August
Female,58,Food & Beverage,4,20.92,Cash,2022-09-24,Metropol AVM,2022,September
Male,36,Food & Beverage,4,20.92,Credit Card,2022-10-06,Istinye Park,2022,October
Female,35,Toys,2,71.68,Cash,2021-09-24,Cevahir AVM,2021,September
Male,47,Toys,1,35.84,Cash,2021-02-18,Cevahir AVM,2021,February
Female,47,Clothing,4,1200.32,Cash,2021-09-21,Kanyon,2021,September
Male,20,Cosmetics,4,162.64,Credit Card,2022-10-11,Istinye Park,2022,October
Female,28,Technology,1,1050.0,Credit Card,2022-06-21,Kanyon,2022,June
Male,61,Cosmetics,2,81.32,Cash,2021-11-05,Metrocity,2021,November
Female,27,Clothing,2,600.16,Cash,2022-10-04,Metropol AVM,2022,October
Male,29,Souvenir,1,11.73,Credit Card,2021-10-28,Metrocity,2021,October
Female,38,Food & Beverage,5,26.15,Credit Card,2021-03-31,Kanyon,2021,March
Female,40,Food & Beverage,2,10.46,Debit Card,2021-11-07,Cevahir AVM,2021,November
Female,54,Toys,4,143.36,Credit Card,2022-11-01,Metropol AVM,2022,November
Female,59,Food & Beverage,4,20.92,Cash,2022-08-28,Kanyon,2022,August
Female,20,Clothing,5,1500.4,Credit Card,2021-07-25,Mall of Istanbul,2021,July
Female,33,Food & Beverage,1,5.23,Credit Card,2021-12-21,Mall of Istanbul,2021,December
Male,37,Shoes,1,600.17,Cash,2022-10-11,Zorlu Center,2022,October
Female,19,Shoes,3,1800.51,Credit Card,2022-12-14,Metrocity,2022,December
Male,30,Toys,3,107.52,Credit Card,2022-01-16,Kanyon,2022,January
Female,40,Souvenir,2,23.46,Cash,2023-01-02,Kanyon,2023,January
Female,25,Cosmetics,2,81.32,Cash,2021-01-10,Kanyon,2021,January
Male,43,Cosmetics,3,121.98,Cash,2022-10-28,Istinye Park,2022,October
Female,32,Technology,4,4200.0,Credit Card,2023-04-03,Mall of Istanbul,2023,April
Male,35,Shoes,5,3000.85,Debit Card,2021-06-27,Metropol AVM,2021,June
Male,18,Food & Beverage,3,15.69,Cash,2021-06-03,Kanyon,2021,June
Male,27,Toys,2,71.68,Credit Card,2023-11-02,Kanyon,2023,November
Female,31,Food & Beverage,1,5.23,Cash,2022-12-11,Mall of Istanbul,2022,December
Female,64,Cosmetics,5,203.3,Credit Card,2022-12-01,Viaport Outlet,2022,December
Female,35,Toys,5,179.2,Credit Card,2022-03-16,Forum Istanbul,2022,March
Male,57,Clothing,4,1200.32,Credit Card,2022-01-11,Metrocity,2022,January
Male,67,Clothing,2,600.16,Cash,2022-06-26,Metrocity,2022,June
Female,24,Food & Beverage,1,5.23,Cash,2021-08-24,Mall of Istanbul,2021,August
Male,30,Technology,1,1050.0,Cash,2021-01-01,Istinye Park,2021,January
Female,32,Cosmetics,4,162.64,Cash,2021-07-19,Kanyon,2021,July
Male,37,Clothing,1,300.08,Credit Card,2021-09-13,Kanyon,2021,September
Female,18,Technology,3,3150.0,Credit Card,2021-03-08,Cevahir AVM,2021,March
Male,56,Clothing,5,1500.4,Credit Card,2022-11-20,Zorlu Center,2022,November
Female,33,Food & Beverage,5,26.15,Credit Card,2021-05-16,Mall of Istanbul,2021,May
Female,67,Shoes,3,1800.51,Cash,2022-06-07,Cevahir AVM,2022,June
Male,33,Clothing,3,900.24,Debit Card,2022-03-26,Istinye Park,2022,March
Female,28,Clothing,4,1200.32,Debit Card,2021-10-02,Kanyon,2021,October
Male,24,Clothing,2,600.16,Cash,2022-02-13,Cevahir AVM,2022,February
Female,61,Clothing,1,300.08,Credit Card,2021-09-12,Viaport Outlet,2021,September
Female,67,Clothing,2,600.16,Cash,2022-12-31,Kanyon,2022,December
Male,61,Clothing,2,600.16,Cash,2022-03-07,Kanyon,2022,March
Female,29,Toys,5,179.2,Credit Card,2023-01-18,Metropol AVM,2023,January
Female,44,Clothing,3,900.24,Debit Card,2022-05-12,Metropol AVM,2022,May
Female,21,Shoes,5,3000.85,Credit Card,2021-03-21,Kanyon,2021,March
Male,38,Clothing,1,300.08,Cash,2022-12-02,Forum Istanbul,2022,December
Male,56,Toys,1,35.84,Cash,2022-03-06,Cevahir AVM,2022,March
Male,29,Food & Beverage,2,10.46,Credit Card,2021-03-20,Viaport Outlet,2021,March
Male,18,Cosmetics,2,81.32,Debit Card,2022-08-31,Metrocity,2022,August
Female,23,Clothing,5,1500.4,Credit Card,2021-06-26,Viaport Outlet,2021,June
Female,49,Clothing,5,1500.4,Cash,2022-03-02,Kanyon,2022,March
Female,66,Cosmetics,4,162.64,Credit Card,2022-07-18,Viaport Outlet,2022,July
Male,56,Clothing,2,600.16,Debit Card,2022-07-31,Metrocity,2022,July
Male,28,Toys,2,71.68,Cash,2022-04-17,Zorlu Center,2022,April
Female,61,Technology,1,1050.0,Credit Card,2022-11-13,Metrocity,2022,November
Female,33,Clothing,4,1200.32,Cash,2022-11-21,Kanyon,2022,November
Female,20,Clothing,4,1200.32,Cash,2022-03-20,Kanyon,2022,March
Male,42,Toys,4,143.36,Credit Card,2023-02-03,Kanyon,2023,February
Male,42,Shoes,5,3000.85,Cash,2021-01-06,Viaport Outlet,2021,January
Male,53,Clothing,5,1500.4,Credit Card,2021-03-16,Metrocity,2021,March
Female,65,Food & Beverage,4,20.92,Credit Card,2021-08-10,Metrocity,2021,August
Male,29,Food & Beverage,3,15.69,Credit Card,2021-07-17,Istinye Park,2021,July
Female,68,Clothing,2,600.16,Credit Card,2021-01-27,Cevahir AVM,2021,January
Male,39,Clothing,2,600.16,Credit Card,2021-04-27,Forum Istanbul,2021,April
Female,30,Toys,1,35.84,Credit Card,2022-05-03,Kanyon,2022,May
Male,34,Clothing,1,300.08,Credit Card,2021-11-15,Metrocity,2021,November
Female,45,Shoes,4,2400.68,Credit Card,2022-02-24,Metropol AVM,2022,February
Female,37,Cosmetics,1,40.66,Credit Card,2021-04-02,Mall of Istanbul,2021,April
Male,43,Toys,1,35.84,Credit Card,2023-01-30,Viaport Outlet,2023,January
